Min_Support,Min_Confidence,Itemset,Support
0.05,0.3,"{'beverages', 'chocolate'}",0.0061570035915854285
0.05,0.3,"{'dessert', 'margarine'}",0.011800923550538737
0.05,0.3,"{'hard cheese', 'margarine'}",0.006926629040533607
0.05,0.3,"{'bottled beer', 'dessert'}",0.01539250897896357
0.05,0.3,"{'hard cheese', 'bottled beer'}",0.009492047203694202
0.05,0.3,"{'beverages', 'bottled beer'}",0.010005130836326322
0.05,0.3,"{'hard cheese', 'dessert'}",0.0048742945100051305
0.05,0.3,"{'beverages', 'dessert'}",0.00538737814263725
0.05,0.3,"{'fruit/vegetable juice', 'hard cheese'}",0.007952796305797845
0.05,0.3,"{'hard cheese', 'beverages'}",0.0033350436121087736
0.05,0.3,"{'fruit/vegetable juice', 'beverages'}",0.0061570035915854285
0.05,0.3,"{'ham', 'yogurt'}",0.02052334530528476
0.05,0.3,"{'whole milk', 'long life bakery product'}",0.028989225243714726
0.05,0.3,"{'long life bakery product', 'white bread'}",0.005900461775269369
0.05,0.3,"{'ham', 'white bread'}",0.007696254489481785
0.05,0.3,"{'tropical fruit', 'long life bakery product'}",0.01693175987685993
0.05,0.3,"{'tropical fruit', 'ham'}",0.016418676244227808
0.05,0.3,"{'long life bakery product', 'other vegetables'}",0.02642380708055413
0.05,0.3,"{'ham', 'butter'}",0.010005130836326322
0.05,0.3,"{'shopping bags', 'long life bakery product'}",0.009748589020010261
0.05,0.3,"{'ham', 'long life bakery product'}",0.004104669061056952
0.05,0.3,"{'long life bakery product', 'cream cheese '}",0.0048742945100051305
0.05,0.3,"{'soda', 'long life bakery product'}",0.023601847101077475
0.05,0.3,"{'long life bakery product', 'frankfurter'}",0.011544381734222679
0.05,0.3,"{'beef', 'long life bakery product'}",0.008209338122113904
0.05,0.3,"{'long life bakery product', 'hamburger meat'}",0.004361210877373012
0.05,0.3,"{'whole milk', 'oil'}",0.030271934325295024
0.05,0.3,"{'root vegetables', 'oil'}",0.012827090815802977
0.05,0.3,"{'shopping bags', 'oil'}",0.009748589020010261
0.05,0.3,"{'hamburger meat', 'chocolate'}",0.0061570035915854285
0.05,0.3,"{'coffee', 'chocolate'}",0.011287839917906618
0.05,0.3,"{'pork', 'chocolate'}",0.011287839917906618
0.05,0.3,"{'sliced cheese', 'bottled beer'}",0.008209338122113904
0.05,0.3,"{'bottled beer', 'brown bread'}",0.023601847101077475
0.05,0.3,"{'domestic eggs', 'brown bread'}",0.020010261672652643
0.05,0.3,"{'fruit/vegetable juice', 'domestic eggs'}",0.022575679835813236
0.05,0.3,"{'pork', 'domestic eggs'}",0.019753719856336584
0.05,0.3,"{'sliced cheese', 'brown bread'}",0.008465879938429965
0.05,0.3,"{'fruit/vegetable juice', 'sliced cheese'}",0.009748589020010261
0.05,0.3,"{'sliced cheese', 'pork'}",0.008722421754746024
0.05,0.3,"{'fruit/vegetable juice', 'brown bread'}",0.02103642893791688
0.05,0.3,"{'pork', 'brown bread'}",0.023088763468445357
0.05,0.3,"{'newspapers', 'citrus fruit'}",0.028732683427398667
0.05,0.3,"{'cream cheese ', 'citrus fruit'}",0.014109799897383273
0.05,0.3,"{'ham', 'frankfurter'}",0.01051821446895844
0.05,0.3,"{'curd', 'bottled water'}",0.03309389430477168
0.05,0.3,"{'curd', 'brown bread'}",0.020010261672652643
0.05,0.3,"{'brown bread', 'pip fruit'}",0.02744997434581837
0.05,0.3,"{'bottled water', 'brown bread'}",0.03796818881477681
0.05,0.3,"{'shopping bags', 'misc. beverages'}",0.009492047203694202
0.05,0.3,"{'misc. beverages', 'candy'}",0.0035915854284248334
0.05,0.3,"{'fruit/vegetable juice', 'misc. beverages'}",0.008209338122113904
0.05,0.3,"{'misc. beverages', 'oil'}",0.00513083632632119
0.05,0.3,"{'shopping bags', 'candy'}",0.0107747562852745
0.05,0.3,"{'shopping bags', 'fruit/vegetable juice'}",0.022575679835813236
0.05,0.3,"{'candy', 'oil'}",0.004104669061056952
0.05,0.3,"{'frankfurter', 'frozen meals'}",0.008978963571062083
0.05,0.3,"{'UHT-milk', 'frozen meals'}",0.006413545407901488
0.05,0.3,"{'frozen meals', 'citrus fruit'}",0.014366341713699333
0.05,0.3,"{'citrus fruit', 'pip fruit'}",0.034120061570035914
0.05,0.3,"{'bottled water', 'fruit/vegetable juice'}",0.026936890713186248
0.05,0.3,"{'UHT-milk', 'citrus fruit'}",0.013083632632119035
0.05,0.3,"{'fruit/vegetable juice', 'UHT-milk'}",0.011287839917906618
0.05,0.3,"{'coffee', 'sausage'}",0.02539763981528989
0.05,0.3,"{'sausage', 'brown bread'}",0.03514622883530016
0.05,0.3,"{'ham', 'sausage'}",0.014622883530015392
0.05,0.3,"{'butter', 'brown bread'}",0.017444843509492047
0.05,0.3,"{'chicken', 'ham'}",0.0061570035915854285
0.05,0.3,"{'bottled water', 'ham'}",0.01718830169317599
0.05,0.3,"{'coffee', 'brown bread'}",0.017444843509492047
0.05,0.3,"{'ham', 'brown bread'}",0.0107747562852745
0.05,0.3,"{'pastry', 'brown bread'}",0.03129810159055926
0.05,0.3,"{'canned beer', 'brown bread'}",0.030015392508978965
0.05,0.3,"{'white bread', 'brown bread'}",0.01616213442791175
0.05,0.3,"{'coffee', 'white bread'}",0.01026167265264238
0.05,0.3,"{'curd', 'coffee'}",0.01590559261159569
0.05,0.3,"{'onions', 'napkins'}",0.007696254489481785
0.05,0.3,"{'canned beer', 'frozen vegetables'}",0.024114930733709596
0.05,0.3,"{'butter milk', 'pastry'}",0.013853258081067214
0.05,0.3,"{'pastry', 'bottled beer'}",0.0336069779374038
0.05,0.3,"{'coffee', 'pastry'}",0.02129297075423294
0.05,0.3,"{'pastry', 'specialty bar'}",0.011800923550538737
0.05,0.3,"{'pastry', 'beverages'}",0.011800923550538737
0.05,0.3,"{'newspapers', 'frankfurter'}",0.019753719856336584
0.05,0.3,"{'tropical fruit', 'specialty bar'}",0.014109799897383273
0.05,0.3,"{'specialty bar', 'other vegetables'}",0.024371472550025655
0.05,0.3,"{'butter milk', 'newspapers'}",0.007952796305797845
0.05,0.3,"{'butter milk', 'specialty bar'}",0.0035915854284248334
0.05,0.3,"{'newspapers', 'bottled beer'}",0.02642380708055413
0.05,0.3,"{'coffee', 'newspapers'}",0.016675218060543867
0.05,0.3,"{'specialty bar', 'newspapers'}",0.012314007183170857
0.05,0.3,"{'beverages', 'newspapers'}",0.0107747562852745
0.05,0.3,"{'beverages', 'specialty bar'}",0.0030785017957927143
0.05,0.3,"{'beef', 'hygiene articles'}",0.007439712673165726
0.05,0.3,"{'margarine', 'hygiene articles'}",0.006926629040533607
0.05,0.3,"{'bottled water', 'hygiene articles'}",0.012314007183170857
0.05,0.3,"{'hamburger meat', 'specialty chocolate'}",0.0061570035915854285
0.05,0.3,"{'sliced cheese', 'specialty chocolate'}",0.0028219599794766545
0.05,0.3,"{'sliced cheese', 'hamburger meat'}",0.00538737814263725
0.05,0.3,"{'curd', 'canned beer'}",0.024628014366341714
0.05,0.3,"{'beef', 'canned beer'}",0.018727552591072345
0.05,0.3,"{'canned beer', 'margarine'}",0.024628014366341714
0.05,0.3,"{'canned beer', 'ice cream'}",0.014366341713699333
0.05,0.3,"{'curd', 'margarine'}",0.018471010774756286
0.05,0.3,"{'curd', 'citrus fruit'}",0.025654181631605953
0.05,0.3,"{'curd', 'ice cream'}",0.006670087224217547
0.05,0.3,"{'rolls/buns', 'ice cream'}",0.024371472550025655
0.05,0.3,"{'beef', 'ice cream'}",0.009235505387378143
0.05,0.3,"{'ice cream', 'margarine'}",0.008209338122113904
0.05,0.3,"{'ice cream', 'citrus fruit'}",0.011800923550538737
0.05,0.3,"{'sausage', 'chocolate'}",0.023858388917393534
0.05,0.3,"{'sausage', 'beverages'}",0.015135967162647512
0.05,0.3,"{'soda', 'ham'}",0.022832221652129298
0.05,0.3,"{'white bread', 'specialty chocolate'}",0.006926629040533607
0.05,0.3,"{'white bread', 'chocolate'}",0.007696254489481785
0.05,0.3,"{'beverages', 'white bread'}",0.01051821446895844
0.05,0.3,"{'specialty chocolate', 'chocolate'}",0.006670087224217547
0.05,0.3,"{'coffee', 'specialty chocolate'}",0.006670087224217547
0.05,0.3,"{'berries', 'specialty chocolate'}",0.00513083632632119
0.05,0.3,"{'beverages', 'specialty chocolate'}",0.004104669061056952
0.05,0.3,"{'ham', 'specialty chocolate'}",0.006413545407901488
0.05,0.3,"{'berries', 'chocolate'}",0.007696254489481785
0.05,0.3,"{'ham', 'chocolate'}",0.006413545407901488
0.05,0.3,"{'berries', 'pip fruit'}",0.018214468958440224
0.05,0.3,"{'beverages', 'pip fruit'}",0.012827090815802977
0.05,0.3,"{'coffee', 'berries'}",0.0107747562852745
0.05,0.3,"{'berries', 'ham'}",0.007952796305797845
0.05,0.3,"{'ham', 'beverages'}",0.0048742945100051305
0.05,0.3,"{'hard cheese', 'yogurt'}",0.014879425346331451
0.05,0.3,"{'tropical fruit', 'berries'}",0.022319138019497177
0.05,0.3,"{'berries', 'meat'}",0.00513083632632119
0.05,0.3,"{'berries', 'hard cheese'}",0.0035915854284248334
0.05,0.3,"{'napkins', 'yogurt'}",0.024884556182657773
0.05,0.3,"{'beef', 'pastry'}",0.024628014366341714
0.05,0.3,"{'pastry', 'specialty chocolate'}",0.012827090815802977
0.05,0.3,"{'napkins', 'pastry'}",0.01590559261159569
0.05,0.3,"{'sausage', 'ice cream'}",0.01539250897896357
0.05,0.3,"{'beef', 'specialty chocolate'}",0.0061570035915854285
0.05,0.3,"{'specialty chocolate', 'ice cream'}",0.004104669061056952
0.05,0.3,"{'napkins', 'ice cream'}",0.005900461775269369
0.05,0.3,"{'shopping bags', 'sausage'}",0.03694202154951257
0.05,0.3,"{'sausage', 'grapes'}",0.013853258081067214
0.05,0.3,"{'salty snack', 'frankfurter'}",0.0107747562852745
0.05,0.3,"{'salty snack', 'frozen vegetables'}",0.007696254489481785
0.05,0.3,"{'salty snack', 'other vegetables'}",0.029245767060030785
0.05,0.3,"{'shopping bags', 'salty snack'}",0.014879425346331451
0.05,0.3,"{'salty snack', 'bottled beer'}",0.013083632632119035
0.05,0.3,"{'bottled water', 'salty snack'}",0.014109799897383273
0.05,0.3,"{'salty snack', 'newspapers'}",0.014109799897383273
0.05,0.3,"{'salty snack', 'specialty bar'}",0.004104669061056952
0.05,0.3,"{'salty snack', 'grapes'}",0.004617752693689072
0.05,0.3,"{'frankfurter', 'domestic eggs'}",0.022319138019497177
0.05,0.3,"{'frozen vegetables', 'specialty bar'}",0.00513083632632119
0.05,0.3,"{'frozen vegetables', 'grapes'}",0.006926629040533607
0.05,0.3,"{'shopping bags', 'domestic eggs'}",0.025141097998973832
0.05,0.3,"{'shopping bags', 'specialty bar'}",0.01051821446895844
0.05,0.3,"{'bottled beer', 'grapes'}",0.0107747562852745
0.05,0.3,"{'grapes', 'domestic eggs'}",0.006670087224217547
0.05,0.3,"{'newspapers', 'grapes'}",0.008209338122113904
0.05,0.3,"{'specialty bar', 'grapes'}",0.002308876346844536
0.05,0.3,"{'tropical fruit', 'misc. beverages'}",0.018214468958440224
0.05,0.3,"{'misc. beverages', 'other vegetables'}",0.023345305284761416
0.05,0.3,"{'misc. beverages', 'root vegetables'}",0.013340174448435094
0.05,0.3,"{'misc. beverages', 'hamburger meat'}",0.00513083632632119
0.05,0.3,"{'misc. beverages', 'newspapers'}",0.01026167265264238
0.05,0.3,"{'misc. beverages', 'brown bread'}",0.01051821446895844
0.05,0.3,"{'misc. beverages', 'waffles'}",0.004104669061056952
0.05,0.3,"{'salty snack', 'hamburger meat'}",0.006926629040533607
0.05,0.3,"{'salty snack', 'brown bread'}",0.012057465366854798
0.05,0.3,"{'salty snack', 'waffles'}",0.00538737814263725
0.05,0.3,"{'waffles', 'root vegetables'}",0.019240636223704463
0.05,0.3,"{'newspapers', 'hamburger meat'}",0.013083632632119035
0.05,0.3,"{'newspapers', 'brown bread'}",0.023601847101077475
0.05,0.3,"{'newspapers', 'waffles'}",0.009235505387378143
0.05,0.3,"{'waffles', 'brown bread'}",0.01026167265264238
0.05,0.3,"{'hard cheese', 'sausage'}",0.012057465366854798
0.05,0.3,"{'hard cheese', 'frankfurter'}",0.008978963571062083
0.05,0.3,"{'curd', 'shopping bags'}",0.023601847101077475
0.05,0.3,"{'curd', 'hard cheese'}",0.008209338122113904
0.05,0.3,"{'shopping bags', 'hard cheese'}",0.012057465366854798
0.05,0.3,"{'canned beer', 'grapes'}",0.012057465366854798
0.05,0.3,"{'napkins', 'canned beer'}",0.013853258081067214
0.05,0.3,"{'hard cheese', 'canned beer'}",0.01051821446895844
0.05,0.3,"{'frankfurter', 'specialty chocolate'}",0.0107747562852745
0.05,0.3,"{'napkins', 'frankfurter'}",0.011287839917906618
0.05,0.3,"{'hard cheese', 'rolls/buns'}",0.022575679835813236
0.05,0.3,"{'tropical fruit', 'grapes'}",0.015135967162647512
0.05,0.3,"{'frozen vegetables', 'citrus fruit'}",0.024884556182657773
0.05,0.3,"{'shopping bags', 'specialty chocolate'}",0.01026167265264238
0.05,0.3,"{'dessert', 'specialty chocolate'}",0.0038481272447408927
0.05,0.3,"{'candy', 'specialty chocolate'}",0.0030785017957927143
0.05,0.3,"{'grapes', 'specialty chocolate'}",0.0017957927142124167
0.05,0.3,"{'specialty chocolate', 'citrus fruit'}",0.01564905079527963
0.05,0.3,"{'hard cheese', 'specialty chocolate'}",0.002565418163160595
0.05,0.3,"{'shopping bags', 'napkins'}",0.01616213442791175
0.05,0.3,"{'dessert', 'grapes'}",0.0061570035915854285
0.05,0.3,"{'napkins', 'dessert'}",0.007952796305797845
0.05,0.3,"{'napkins', 'grapes'}",0.00513083632632119
0.05,0.3,"{'hard cheese', 'grapes'}",0.0030785017957927143
0.05,0.3,"{'hard cheese', 'citrus fruit'}",0.0107747562852745
0.05,0.3,"{'butter milk', 'hygiene articles'}",0.005643919958953309
0.05,0.3,"{'butter', 'hygiene articles'}",0.007439712673165726
0.05,0.3,"{'hamburger meat', 'hygiene articles'}",0.0038481272447408927
0.05,0.3,"{'grapes', 'hygiene articles'}",0.004104669061056952
0.05,0.3,"{'whipped/sour cream', 'brown bread'}",0.02103642893791688
0.05,0.3,"{'frozen vegetables', 'beverages'}",0.006926629040533607
0.05,0.3,"{'candy', 'beverages'}",0.0033350436121087736
0.05,0.3,"{'beverages', 'brown bread'}",0.011800923550538737
0.05,0.3,"{'chicken', 'hygiene articles'}",0.006670087224217547
0.05,0.3,"{'ice cream', 'hygiene articles'}",0.00513083632632119
0.05,0.3,"{'chicken', 'ice cream'}",0.0048742945100051305
0.05,0.3,"{'waffles', 'ice cream'}",0.0038481272447408927
0.05,0.3,"{'misc. beverages', 'rolls/buns'}",0.023345305284761416
0.05,0.3,"{'beef', 'misc. beverages'}",0.008209338122113904
0.05,0.3,"{'misc. beverages', 'chicken'}",0.00538737814263725
0.05,0.3,"{'misc. beverages', 'citrus fruit'}",0.011544381734222679
0.05,0.3,"{'onions', 'misc. beverages'}",0.006926629040533607
0.05,0.3,"{'onions', 'pastry'}",0.017444843509492047
0.05,0.3,"{'beef', 'newspapers'}",0.020010261672652643
0.05,0.3,"{'beef', 'onions'}",0.007952796305797845
0.05,0.3,"{'chicken', 'newspapers'}",0.019497178040020522
0.05,0.3,"{'chicken', 'citrus fruit'}",0.023345305284761416
0.05,0.3,"{'onions', 'newspapers'}",0.01026167265264238
0.05,0.3,"{'onions', 'citrus fruit'}",0.014366341713699333
0.05,0.3,"{'pastry', 'oil'}",0.011287839917906618
0.05,0.3,"{'canned beer', 'oil'}",0.011031298101590559
0.05,0.3,"{'salty snack', 'oil'}",0.0038481272447408927
0.05,0.3,"{'whipped/sour cream', 'oil'}",0.008209338122113904
0.05,0.3,"{'grapes', 'brown bread'}",0.01051821446895844
0.05,0.3,"{'grapes', 'oil'}",0.0028219599794766545
0.05,0.3,"{'oil', 'brown bread'}",0.008978963571062083
0.05,0.3,"{'curd', 'pastry'}",0.02719343252950231
0.05,0.3,"{'pastry', 'margarine'}",0.023345305284761416
0.05,0.3,"{'curd', 'salty snack'}",0.011287839917906618
0.05,0.3,"{'salty snack', 'sugar'}",0.00538737814263725
0.05,0.3,"{'salty snack', 'pip fruit'}",0.011800923550538737
0.05,0.3,"{'salty snack', 'margarine'}",0.008722421754746024
0.05,0.3,"{'curd', 'frozen vegetables'}",0.012827090815802977
0.05,0.3,"{'curd', 'sugar'}",0.008978963571062083
0.05,0.3,"{'curd', 'chocolate'}",0.01026167265264238
0.05,0.3,"{'frozen vegetables', 'chocolate'}",0.01051821446895844
0.05,0.3,"{'frozen vegetables', 'margarine'}",0.014109799897383273
0.05,0.3,"{'sugar', 'chocolate'}",0.006413545407901488
0.05,0.3,"{'sugar', 'pip fruit'}",0.014366341713699333
0.05,0.3,"{'sugar', 'margarine'}",0.009748589020010261
0.05,0.3,"{'sugar', 'citrus fruit'}",0.016675218060543867
0.05,0.3,"{'yogurt', 'chocolate'}",0.032067727039507436
0.05,0.3,"{'ham', 'pastry'}",0.014366341713699333
0.05,0.3,"{'ham', 'salty snack'}",0.0048742945100051305
0.05,0.3,"{'curd', 'ham'}",0.007183170856849667
0.05,0.3,"{'butter', 'chocolate'}",0.012057465366854798
0.05,0.3,"{'ham', 'margarine'}",0.008465879938429965
0.05,0.3,"{'whipped/sour cream', 'sugar'}",0.013340174448435094
0.05,0.3,"{'beef', 'frozen vegetables'}",0.01564905079527963
0.05,0.3,"{'beef', 'sugar'}",0.0061570035915854285
0.05,0.3,"{'beef', 'UHT-milk'}",0.01051821446895844
0.05,0.3,"{'frozen vegetables', 'UHT-milk'}",0.011287839917906618
0.05,0.3,"{'sugar', 'UHT-milk'}",0.006413545407901488
0.05,0.3,"{'canned beer', 'domestic eggs'}",0.025654181631605953
0.05,0.3,"{'canned beer', 'specialty bar'}",0.01026167265264238
0.05,0.3,"{'canned beer', 'pork'}",0.023601847101077475
0.05,0.3,"{'curd', 'newspapers'}",0.019497178040020522
0.05,0.3,"{'curd', 'pork'}",0.02077988712160082
0.05,0.3,"{'specialty bar', 'pork'}",0.008722421754746024
0.05,0.3,"{'misc. beverages', 'white bread'}",0.00513083632632119
0.05,0.3,"{'misc. beverages', 'chocolate'}",0.0038481272447408927
0.05,0.3,"{'misc. beverages', 'dessert'}",0.004361210877373012
0.05,0.3,"{'misc. beverages', 'UHT-milk'}",0.004361210877373012
0.05,0.3,"{'sausage', 'UHT-milk'}",0.018471010774756286
0.05,0.3,"{'salty snack', 'white bread'}",0.009492047203694202
0.05,0.3,"{'chicken', 'salty snack'}",0.009235505387378143
0.05,0.3,"{'white bread', 'dessert'}",0.009748589020010261
0.05,0.3,"{'UHT-milk', 'white bread'}",0.006413545407901488
0.05,0.3,"{'UHT-milk', 'root vegetables'}",0.02103642893791688
0.05,0.3,"{'UHT-milk', 'chocolate'}",0.008978963571062083
0.05,0.3,"{'brown bread', 'chocolate'}",0.013596716264751155
0.05,0.3,"{'UHT-milk', 'dessert'}",0.006926629040533607
0.05,0.3,"{'UHT-milk', 'brown bread'}",0.012314007183170857
0.05,0.3,"{'brown bread', 'citrus fruit'}",0.027963057978450487
0.05,0.3,"{'soda', 'napkins'}",0.02744997434581837
0.05,0.3,"{'frankfurter', 'cream cheese '}",0.013083632632119035
0.05,0.3,"{'butter milk', 'white bread'}",0.006413545407901488
0.05,0.3,"{'rolls/buns', 'beverages'}",0.023601847101077475
0.05,0.3,"{'butter milk', 'brown bread'}",0.008978963571062083
0.05,0.3,"{'napkins', 'butter milk'}",0.006670087224217547
0.05,0.3,"{'hard cheese', 'butter milk'}",0.0030785017957927143
0.05,0.3,"{'butter milk', 'cream cheese '}",0.005643919958953309
0.05,0.3,"{'napkins', 'chicken'}",0.009748589020010261
0.05,0.3,"{'chicken', 'hard cheese'}",0.008209338122113904
0.05,0.3,"{'chicken', 'cream cheese '}",0.010005130836326322
0.05,0.3,"{'bottled water', 'cream cheese '}",0.02052334530528476
0.05,0.3,"{'napkins', 'newspapers'}",0.013853258081067214
0.05,0.3,"{'hard cheese', 'newspapers'}",0.009748589020010261
0.05,0.3,"{'napkins', 'brown bread'}",0.0107747562852745
0.05,0.3,"{'hard cheese', 'brown bread'}",0.008209338122113904
0.05,0.3,"{'cream cheese ', 'brown bread'}",0.014366341713699333
0.05,0.3,"{'napkins', 'beverages'}",0.00513083632632119
0.05,0.3,"{'napkins', 'cream cheese '}",0.01051821446895844
0.05,0.3,"{'hard cheese', 'cream cheese '}",0.007696254489481785
0.05,0.3,"{'sliced cheese', 'pastry'}",0.013083632632119035
0.05,0.3,"{'sliced cheese', 'canned beer'}",0.008465879938429965
0.05,0.3,"{'berries', 'canned beer'}",0.013853258081067214
0.05,0.3,"{'ham', 'rolls/buns'}",0.024114930733709596
0.05,0.3,"{'sliced cheese', 'frozen vegetables'}",0.00538737814263725
0.05,0.3,"{'berries', 'frozen vegetables'}",0.010005130836326322
0.05,0.3,"{'ham', 'frozen vegetables'}",0.008978963571062083
0.05,0.3,"{'butter', 'bottled beer'}",0.02103642893791688
0.05,0.3,"{'ham', 'bottled beer'}",0.014879425346331451
0.05,0.3,"{'berries', 'sliced cheese'}",0.005643919958953309
0.05,0.3,"{'ham', 'sliced cheese'}",0.0033350436121087736
0.05,0.3,"{'pastry', 'UHT-milk'}",0.014366341713699333
0.05,0.3,"{'meat', 'pastry'}",0.013853258081067214
0.05,0.3,"{'soda', 'meat'}",0.02129297075423294
0.05,0.3,"{'sugar', 'white bread'}",0.008722421754746024
0.05,0.3,"{'sugar', 'newspapers'}",0.012314007183170857
0.05,0.3,"{'sugar', 'specialty bar'}",0.005900461775269369
0.05,0.3,"{'sugar', 'brown bread'}",0.008978963571062083
0.05,0.3,"{'meat', 'sugar'}",0.004617752693689072
0.05,0.3,"{'UHT-milk', 'newspapers'}",0.0107747562852745
0.05,0.3,"{'meat', 'newspapers'}",0.011287839917906618
0.05,0.3,"{'specialty bar', 'citrus fruit'}",0.013083632632119035
0.05,0.3,"{'specialty bar', 'brown bread'}",0.006670087224217547
0.05,0.3,"{'meat', 'specialty bar'}",0.0048742945100051305
0.05,0.3,"{'meat', 'citrus fruit'}",0.013083632632119035
0.05,0.3,"{'meat', 'brown bread'}",0.011287839917906618
0.05,0.3,"{'yogurt', 'oil'}",0.020010261672652643
0.05,0.3,"{'frozen vegetables', 'oil'}",0.005643919958953309
0.05,0.3,"{'pork', 'oil'}",0.011544381734222679
0.05,0.3,"{'bottled beer', 'hygiene articles'}",0.011031298101590559
0.05,0.3,"{'whipped/sour cream', 'misc. beverages'}",0.009492047203694202
0.05,0.3,"{'napkins', 'misc. beverages'}",0.005900461775269369
0.05,0.3,"{'misc. beverages', 'long life bakery product'}",0.005643919958953309
0.05,0.3,"{'misc. beverages', 'pork'}",0.010005130836326322
0.05,0.3,"{'long life bakery product', 'newspapers'}",0.008978963571062083
0.05,0.3,"{'napkins', 'long life bakery product'}",0.006670087224217547
0.05,0.3,"{'long life bakery product', 'pork'}",0.012057465366854798
0.05,0.3,"{'butter', 'UHT-milk'}",0.01051821446895844
0.05,0.3,"{'UHT-milk', 'margarine'}",0.011800923550538737
0.05,0.3,"{'meat', 'frankfurter'}",0.008465879938429965
0.05,0.3,"{'coffee', 'domestic eggs'}",0.02103642893791688
0.05,0.3,"{'coffee', 'meat'}",0.007952796305797845
0.05,0.3,"{'specialty chocolate', 'brown bread'}",0.009235505387378143
0.05,0.3,"{'specialty chocolate', 'cream cheese '}",0.006413545407901488
0.05,0.3,"{'grapes', 'frozen meals'}",0.0028219599794766545
0.05,0.3,"{'frozen meals', 'brown bread'}",0.011031298101590559
0.05,0.3,"{'frozen meals', 'cream cheese '}",0.00538737814263725
0.05,0.3,"{'grapes', 'cream cheese '}",0.0061570035915854285
0.05,0.3,"{'margarine', 'cream cheese '}",0.008978963571062083
0.05,0.3,"{'dessert', 'cream cheese '}",0.011287839917906618
0.05,0.3,"{'pastry', 'domestic eggs'}",0.028476141611082608
0.05,0.3,"{'curd', 'napkins'}",0.008465879938429965
0.05,0.3,"{'coffee', 'napkins'}",0.0107747562852745
0.05,0.3,"{'newspapers', 'oil'}",0.009492047203694202
0.05,0.3,"{'oil', 'cream cheese '}",0.004617752693689072
0.05,0.3,"{'hard cheese', 'butter'}",0.008978963571062083
0.05,0.3,"{'butter milk', 'citrus fruit'}",0.011800923550538737
0.05,0.3,"{'fruit/vegetable juice', 'butter milk'}",0.008722421754746024
0.05,0.3,"{'curd', 'waffles'}",0.009235505387378143
0.05,0.3,"{'waffles', 'pip fruit'}",0.014622883530015392
0.05,0.3,"{'misc. beverages', 'sugar'}",0.004361210877373012
0.05,0.3,"{'sugar', 'oil'}",0.0033350436121087736
0.05,0.3,"{'sugar', 'pork'}",0.008978963571062083
0.05,0.3,"{'UHT-milk', 'pork'}",0.0107747562852745
0.05,0.3,"{'chicken', 'canned beer'}",0.019240636223704463
0.05,0.3,"{'meat', 'canned beer'}",0.015135967162647512
0.05,0.3,"{'white bread', 'pork'}",0.012570548999486916
0.05,0.3,"{'chicken', 'meat'}",0.00538737814263725
0.05,0.3,"{'coffee', 'hard cheese'}",0.007183170856849667
0.05,0.3,"{'meat', 'pork'}",0.009235505387378143
0.05,0.3,"{'hard cheese', 'pork'}",0.009235505387378143
0.05,0.3,"{'soda', 'candy'}",0.018984094407388404
0.05,0.3,"{'curd', 'candy'}",0.007183170856849667
0.05,0.3,"{'sliced cheese', 'other vegetables'}",0.022062596203181118
0.05,0.3,"{'sliced cheese', 'root vegetables'}",0.014879425346331451
0.05,0.3,"{'shopping bags', 'sliced cheese'}",0.0107747562852745
0.05,0.3,"{'shopping bags', 'waffles'}",0.013340174448435094
0.05,0.3,"{'candy', 'pip fruit'}",0.012570548999486916
0.05,0.3,"{'sliced cheese', 'margarine'}",0.006926629040533607
0.05,0.3,"{'berries', 'margarine'}",0.009235505387378143
0.05,0.3,"{'waffles', 'margarine'}",0.008722421754746024
0.05,0.3,"{'candy', 'bottled beer'}",0.011287839917906618
0.05,0.3,"{'bottled beer', 'waffles'}",0.01616213442791175
0.05,0.3,"{'bottled water', 'berries'}",0.019497178040020522
0.05,0.3,"{'bottled water', 'waffles'}",0.018214468958440224
0.05,0.3,"{'sliced cheese', 'candy'}",0.0028219599794766545
0.05,0.3,"{'sliced cheese', 'waffles'}",0.0038481272447408927
0.05,0.3,"{'berries', 'candy'}",0.00538737814263725
0.05,0.3,"{'candy', 'pork'}",0.006670087224217547
0.05,0.3,"{'candy', 'waffles'}",0.004104669061056952
0.05,0.3,"{'berries', 'pork'}",0.012827090815802977
0.05,0.3,"{'berries', 'waffles'}",0.00538737814263725
0.05,0.3,"{'pork', 'waffles'}",0.010005130836326322
0.05,0.3,"{'sliced cheese', 'sausage'}",0.015135967162647512
0.05,0.3,"{'sliced cheese', 'white bread'}",0.006926629040533607
0.05,0.3,"{'sliced cheese', 'long life bakery product'}",0.004104669061056952
0.05,0.3,"{'fruit/vegetable juice', 'sugar'}",0.012314007183170857
0.05,0.3,"{'berries', 'sugar'}",0.005900461775269369
0.05,0.3,"{'long life bakery product', 'sugar'}",0.005643919958953309
0.05,0.3,"{'long life bakery product', 'pip fruit'}",0.013083632632119035
0.05,0.3,"{'bottled water', 'long life bakery product'}",0.013853258081067214
0.05,0.3,"{'berries', 'UHT-milk'}",0.007439712673165726
0.05,0.3,"{'long life bakery product', 'UHT-milk'}",0.0061570035915854285
0.05,0.3,"{'fruit/vegetable juice', 'berries'}",0.01564905079527963
0.05,0.3,"{'frankfurter', 'ice cream'}",0.008465879938429965
0.05,0.3,"{'tropical fruit', 'ice cream'}",0.013083632632119035
0.05,0.3,"{'bottled beer', 'ice cream'}",0.0107747562852745
